"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"DCY2MPYT","journalArticle","2012","Sangai, Takafumi; Akcakanat, Argun; Chen, Huiqin; Tarco, Emily; Wu, Yun; Do, Kim-Anh; Miller, Todd W.; Arteaga, Carlos L.; Mills, Gordon B.; Gonzalez-Angulo, Ana Maria; Meric-Bernstam, Funda","Biomarkers of Response to Akt Inhibitor MK-2206 in Breast Cancer","Clinical Cancer Research","","1078-0432, 1557-3265","10.1158/1078-0432.CCR-12-1141","http://clincancerres.aacrjournals.org/content/18/20/5816","Purpose: We tested the hypothesis that allosteric Akt inhibitor MK-2206 inhibits tumor growth, and that PTEN/PIK3CA mutations confer MK-2206 sensitivity. Experimental Design: MK-2206 effects on cell signaling were assessed in vitro and in vivo. Its antitumor efficacy was assessed in vitro in a panel of cancer cell lines with differing PIK3CA and PTEN status. Its in vivo efficacy was tested as a single agent and in combination with paclitaxel. Results: MK-2206 inhibited Akt signaling and cell-cycle progression, and increased apoptosis in a dose-dependent manner in breast cancer cell lines. Cell lines with PTEN or PIK3CA mutations were significantly more sensitive to MK-2206; however, several lines with PTEN/PIK3CA mutations were MK-2206 resistant. siRNA knockdown of PTEN in breast cancer cells increased Akt phosphorylation concordant with increased MK-2206 sensitivity. Stable transfection of PIK3CA E545K or H1047R mutant plasmids into normal-like MCF10A breast cells enhanced MK-2206 sensitivity. Cell lines that were less sensitive to MK-2206 had lower ratios of Akt1/Akt2 and had less growth inhibition with Akt siRNA knockdown. In PTEN-mutant ZR75-1 breast cancer xenografts, MK-2206 treatment inhibited Akt signaling, cell proliferation, and tumor growth. In vitro, MK-2206 showed a synergistic interaction with paclitaxel in MK-2206–sensitive cell lines, and this combination had significantly greater antitumor efficacy than either agent alone in vivo. Conclusions: MK-2206 has antitumor activity alone and in combination with chemotherapy. This activity may be greater in tumors with PTEN loss or PIK3CA mutation, providing a strategy for patient enrichment in clinical trials. Clin Cancer Res; 18(20); 5816–28. ©2012 AACR.","2012-10-15","2021-09-14 05:51:04","2021-09-14 05:51:04","2021-09-14 05:51:04","5816-5828","","20","18","","Clin Cancer Res","","","","","","","","en","©2012 American Association for Cancer Research.","","","","clincancerres-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Predictive Biomarkers and Personalized Medicine PMID: 22932669","","/Users/jonahlibrach/Zotero/storage/7DTX4ZRV/Sangai et al. - 2012 - Biomarkers of Response to Akt Inhibitor MK-2206 in.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/22932669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EB974HNI","journalArticle","2019","Vasjari, Ledia; Bresan, Stephanie; Biskup, Christoph; Pai, Govind; Rubio, Ignacio","Ras signals principally via Erk in G1 but cooperates with PI3K/Akt for Cyclin D induction and S-phase entry","Cell Cycle","","1538-4101, 1551-4005","10.1080/15384101.2018.1560205","https://www.tandfonline.com/doi/full/10.1080/15384101.2018.1560205","Numerous studies exploring oncogenic Ras or manipulating physiological Ras signalling have established an irrefutable role for Ras as driver of cell cycle progression. Despite this wealth of information the precise signalling timeline and effectors engaged by Ras, particularly during G1, remain obscure as approaches for Ras inhibition are slow-acting and ill-suited for charting discrete Ras signalling episodes along the cell cycle. We have developed an approach based on the inducible recruitment of a Ras-GAP that enforces endogenous Ras inhibition within minutes. Applying this strategy to inhibit Ras stepwise in synchronous cell populations revealed that Ras signaling was required well into G1 for Cyclin D induction, pocket protein phosphorylation and S-phase entry, irrespective of whether cells emerged from quiescence or G2/M. Unexpectedly, Erk, and not PI3K/Akt or Ral was activated by Ras at mid-G1, albeit PI3K/Akt signalling was a necessary companion of Ras/Erk for sustaining cyclin-D levels and G1/S transition. Our findings chart mitogenic signaling by endogenous Ras during G1 and identify limited effector engagement restricted to Raf/MEK/Erk as a cogent distinction from oncogenic Ras signalling.","2019-01-17","2021-09-14 05:58:02","2021-09-14 05:58:03","2021-09-14 05:58:02","204-225","","2","18","","Cell Cycle","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/7VUAPSGY/Vasjari et al. - 2019 - Ras signals principally via Erk in G1 but cooperat.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2RNXJ7C8","journalArticle","2020","Gan, Wenjian; Dai, Xiaoming; Dai, Xiangpeng; Xie, Jun; Yin, Shasha; Zhu, Junjie; Wang, Chen; Liu, Yuchen; Guo, Jianping; Wang, Min; Liu, Jing; Hu, Jia; Quinton, Ryan J.; Ganem, Neil J.; Liu, Pengda; Asara, John M.; Pandolfi, Pier Paolo; Yang, Yingzi; He, Zhigang; Gao, Guangping; Wei, Wenyi","LATS suppresses mTORC1 activity to directly coordinate Hippo and mTORC1 pathways in growth control","Nature Cell Biology","","1476-4679","10.1038/s41556-020-0463-6","http://www.nature.com/articles/s41556-020-0463-6","The Hippo and mammalian target of rapamycin complex 1 (mTORC1) pathways are the two predominant growth-control pathways that dictate proper organ development. We therefore explored potential crosstalk between these two functionally relevant pathways to coordinate their growth-control functions. We found that the LATS1 and LATS2 kinases, the core components of the Hippo pathway, phosphorylate S606 of Raptor, an essential component of mTORC1, to attenuate mTORC1 activation by impairing the interaction of Raptor with Rheb. The phosphomimetic Raptor-S606D knock-in mutant led to a reduction in cell size and proliferation. Compared with Raptor+/+ mice, RaptorD/D knock-in mice exhibited smaller livers and hearts, and a significant inhibition of elevation in mTORC1 signalling induced by Nf2 or Lats1 and Lats2 loss. Thus, our study reveals a direct link between the Hippo and mTORC1 pathways to fine-tune organ growth.","2020-02","2021-09-14 05:58:48","2021-09-14 06:00:06","2021-09-14 05:58:48","246-256","","2","22","","Nat Cell Biol","","","","","","","","en","2020 The Author(s), under exclusive licence to Springer Nature Limited","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 2 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: HIPPO signalling;Phosphorylation;TOR signalling Subject_term_id: hippo-signalling;phosphorylation;tor-signalling","","/Users/jonahlibrach/Zotero/storage/U8KSB2A6/Gan et al. - 2020 - LATS suppresses mTORC1 activity to directly coordi.pdf; /Users/jonahlibrach/Zotero/storage/I37UIATL/s41556-020-0463-6.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPLW26QT","journalArticle","2019","Deng, Liang; Qian, Guoqing; Zhang, Shuo; Zheng, Hongmei; Fan, Sonqing; Lesinski, Gregory B.; Owonikoko, Taofeek K.; Ramalingam, Suresh S.; Sun, Shi-Yong","Inhibition of mTOR complex 1/p70 S6 kinase signaling elevates PD-L1 levels in human cancer cells through enhancing protein stabilization accompanied with enhanced β-TrCP degradation","Oncogene","","1476-5594","10.1038/s41388-019-0877-4","http://www.nature.com/articles/s41388-019-0877-4","The involvement of mammalian target of rapamycin (mTOR) in the positive regulation of oncogenesis has been well documented and thus mTOR has emerged as an attractive cancer therapeutic target. Although rapamycin and its analogues (rapalogs) are FDA-approved for the treatment of certain cancers, major success in targeting mTOR, particularly with new generation mTOR kinase inhibitors, for the effective treatment of cancers has not been achieved. Hence, a thorough understanding of the biology of the mTOR axis in cancer is still needed. It is now recognized that programmed death-ligand 1 (PD-L1) expression on cancer cells is a critical mechanism contributing to immunosuppression and immune escape via interacting with program death-1 (PD-1) on immune cells. This study has revealed a previously undiscovered role of the mTOR complex 1 (mTORC1)/p70 S6 kinase (p70S6K) in the negative regulation of PD-L1 on cancer cells and tissues. We demonstrate that disruption of this signaling pathway with mTOR inhibitors, raptor knockdown or p70S6K inhibitors elevated PD-L1 levels in some lung and other cancer cell lines. Elevation of PD-L1 by inhibition of mTORC1/p70S6K signaling is likely due to suppression of β-TrCP-mediated proteasomal degradation of PD-L1, because inhibition of either mTORC1 or p70S6K facilitated β-TrCP degradation accompanied with enhanced PD-L1 protein stabilization. Our current findings indicate the complexity of the mTOR axis in cancer, which should be considered when targeting this axis for effective cancer treatment. Our findings also suggest a strong scientific rationale for enhancing PD-1/PD-L1-targeted cancer immunotherapy through co-targeting mTORC1/p70S6K signaling.","2019-08","2021-09-14 06:07:28","2021-09-14 06:07:31","2021-09-14 06:07:30","6270-6282","","35","38","","","","","","","","","","en","2019 The Author(s), under exclusive licence to Springer Nature Limited","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 35 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cancer therapy;Tumour immunology Subject_term_id: cancer-therapy;tumour-immunology","","/Users/jonahlibrach/Zotero/storage/K7SGNPBL/Deng et al. - 2019 - Inhibition of mTOR complex 1p70 S6 kinase signali.pdf; /Users/jonahlibrach/Zotero/storage/R3ZA8SHW/s41388-019-0877-4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QJD8PN2H","journalArticle","","Nguyen, Joe Truong; Ray, Connor; Fox, Alexandra Lucienne; Mendonça, Daniela Baccelli; Kim, Jin Koo; Krebsbach, Paul H.","Mammalian EAK-7 activates alternative mTOR signaling to regulate cell proliferation and migration","Science Advances","","","10.1126/sciadv.aao5838","https://www.science.org/doi/10.1126/sciadv.aao5838","","","2021-09-14 06:08:11","2021-09-14 06:08:11","2021-09-14 06:08:11","eaao5838","","5","4","","","","","","","","","","","","","","","science.org (Atypon)","","Publisher: American Association for the Advancement of Science","","/Users/jonahlibrach/Zotero/storage/6YF2NYB7/Nguyen et al. - Mammalian EAK-7 activates alternative mTOR signali.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HIF2CIKH","journalArticle","2014","Zhou, S.; Liu, L.; Li, H.; Eilers, G.; Kuang, Y.; Shi, S.; Yan, Z.; Li, X.; Corson, J. M.; Meng, F.; Zhou, H.; Sheng, Q.; Fletcher, J. A.; Ou, W.-B.","Multipoint targeting of the PI3K/mTOR pathway in mesothelioma","British Journal of Cancer","","1532-1827","10.1038/bjc.2014.220","http://www.nature.com/articles/bjc2014220","Mesothelioma is a notoriously chemotherapy-resistant neoplasm, as is evident in the dismal overall survival for patients with those of asbestos-associated disease. We previously demonstrated co-activation of multiple receptor tyrosine kinases (RTKs), including epidermal growth factor receptor (EGFR), MET, and AXL in mesothelioma cell lines, suggesting that these kinases could serve as novel therapeutic targets. Although clinical trials have not shown activity for EGFR inhibitors in mesothelioma, concurrent inhibition of various activated RTKs has pro-apoptotic and anti-proliferative effects in mesothelioma cell lines. Thus, we hypothesised that a coordinated network of multi-RTK activation contributes to mesothelioma tumorigenesis.","2014-05","2021-09-14 06:09:20","2021-09-14 06:09:20","2021-09-14 06:09:20","2479-2488","","10","110","","Br J Cancer","","","","","","","","en","2014 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 10 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cell signalling;Mesothelioma;Targeted therapies Subject_term_id: cell-signalling;mesothelioma;targeted-therapies","","/Users/jonahlibrach/Zotero/storage/P6R259JE/Zhou et al. - 2014 - Multipoint targeting of the PI3KmTOR pathway in m.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YBLHEHAU","journalArticle","2012","Din, Farhat V. N.; Valanciute, Asta; Houde, Vanessa P.; Zibrova, Daria; Green, Kevin A.; Sakamoto, Kei; Alessi, Dario R.; Dunlop, Malcolm G.","Aspirin Inhibits mTOR Signaling, Activates AMP-Activated Protein Kinase, and Induces Autophagy in Colorectal Cancer Cells","Gastroenterology","","0016-5085, 1528-0012","10.1053/j.gastro.2012.02.050","https://www.gastrojournal.org/article/S0016-5085(12)00313-7/fulltext#figures","","2012-06-01","2021-09-14 06:09:35","2021-09-14 06:09:35","2021-09-14 06:09:35","1504-1515.e3","","7","142","","Gastroenterology","","","","","","","","English","","","","","www.gastrojournal.org","","Publisher: Elsevier PMID: 22406476","","/Users/jonahlibrach/Zotero/storage/RPGFR3SJ/Din et al. - 2012 - Aspirin Inhibits mTOR Signaling, Activates AMP-Act.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/22406476","","mTOR; S6K1; AMPK; ACC; siRNA; PI3K; 4E; 4E-BP1; acetyl-CoA carboxylase; adenosine diphosphate; adenosine monophosphate–activated protein kinase; adenosine triphosphate; ADP; ATP; binding protein 1; Chemoprevention; Colon Cancer; colorectal cancer; CRC; eIF4E; eukaryotic translation initiation factor 4E; human antigen R; HuR; LC3; light chain 3; mechanistic target of rapamycin; MEF; messenger RNA; mouse embryonic fibroblast; mRNA; N-myc downstream regulated 1; NDRG1; nonsteroidal anti-inflammatory drug; NSAID; Oncogene; PBS; phosphate-buffered saline; phosphoinositide-3-kinase; S6; S6 kinase 1; S6 ribosomal protein; small interfering RNA; Tumor Suppressor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQNP4FRW","journalArticle","2011","Zinzalla, Vittoria; Stracka, Daniele; Oppliger, Wolfgang; Hall, Michael N.","Activation of mTORC2 by Association with the Ribosome","Cell","","0092-8674, 1097-4172","10.1016/j.cell.2011.02.014","https://www.cell.com/cell/abstract/S0092-8674(11)00128-0","","2011-03-04","2021-09-14 06:10:28","2021-09-14 06:10:28","2021-09-14 06:10:28","757-768","","5","144","","Cell","","","","","","","","English","","","","","www.cell.com","","Publisher: Elsevier PMID: 21376236","","/Users/jonahlibrach/Zotero/storage/P8HB7VMJ/Zinzalla et al. - 2011 - Activation of mTORC2 by Association with the Ribos.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/21376236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PXY49CJ","journalArticle","2016","Lastwika, Kristin J.; Wilson, Willie; Li, Qing Kay; Norris, Jeffrey; Xu, Haiying; Ghazarian, Sharon R.; Kitagawa, Hiroshi; Kawabata, Shigeru; Taube, Janis M.; Yao, Sheng; Liu, Linda N.; Gills, Joell J.; Dennis, Phillip A.","Control of PD-L1 Expression by Oncogenic Activation of the AKT–mTOR Pathway in Non–Small Cell Lung Cancer","Cancer Research","","0008-5472, 1538-7445","10.1158/0008-5472.CAN-14-3362","http://cancerres.aacrjournals.org/lookup/doi/10.1158/0008-5472.CAN-14-3362","","2016-01-15","2021-09-14 06:10:52","2021-09-14 06:10:52","2021-09-14 06:10:52","227-238","","2","76","","Cancer Res","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/BI46XX55/Lastwika et al. - 2016 - Control of PD-L1 Expression by Oncogenic Activatio.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AYK4QTKQ","journalArticle","2012","Zhang, Yanjie; Zheng, X.F. Steven","mTOR-independent 4E-BP1 phosphorylation is associated with cancer resistance to mTOR kinase inhibitors","Cell Cycle","","1538-4101, 1551-4005","10.4161/cc.11.3.19096","http://www.tandfonline.com/doi/abs/10.4161/cc.11.3.19096","","2012-02","2021-09-14 06:11:41","2021-09-14 06:11:41","2021-09-14 06:11:41","594-603","","3","11","","Cell Cycle","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/BLHZQQAU/Zhang and Zheng - 2012 - mTOR-independent 4E-BP1 phosphorylation is associa.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HALPDJWD","journalArticle","2017","Fan, QiWen; Aksoy, Ozlem; Wong, Robyn A.; Ilkhanizadeh, Shirin; Novotny, Chris J.; Gustafson, William C.; Truong, Albert Yi-Que; Cayanan, Geraldine; Simonds, Erin F.; Haas-Kogan, Daphne; Phillips, Joanna J.; Nicolaides, Theodore; Okaniwa, Masanori; Shokat, Kevan M.; Weiss, William A.","A Kinase Inhibitor Targeted to mTORC1 Drives Regression in Glioblastoma","Cancer Cell","","1535-6108","10.1016/j.ccell.2017.01.014","https://www.sciencedirect.com/science/article/pii/S1535610817300144","Although signaling from phosphatidylinositol 3-kinase (PI3K) and AKT to mechanistic target of rapamycin (mTOR) is prominently dysregulated in high-grade glial brain tumors, blockade of PI3K or AKT minimally affects downstream mTOR activity in glioma. Allosteric mTOR inhibitors, such as rapamycin, incompletely block mTORC1 compared with mTOR kinase inhibitors (TORKi). Here, we compared RapaLink-1, a TORKi linked to rapamycin, with earlier-generation mTOR inhibitors. Compared with rapamycin and Rapalink-1, TORKi showed poor durability. RapaLink-1 associated with FKBP12, an abundant mTOR-interacting protein, enabling accumulation of RapaLink-1. RapaLink-1 showed better efficacy than rapamycin or TORKi, potently blocking cancer-derived, activating mutants of mTOR. Our study re-establishes mTOR as a central target in glioma and traces the failure of existing drugs to incomplete/nondurable inhibition of mTORC1.","2017-03-13","2021-09-14 06:12:10","2021-09-14 06:12:10","2021-09-14 06:12:10","424-435","","3","31","","Cancer Cell","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/XW7M229X/Fan et al. - 2017 - A Kinase Inhibitor Targeted to mTORC1 Drives Regre.pdf","","","FKBP12, FK506 binding protein 12; FRB, FK506 rapamycin binding; GBM, glioblastoma; mTOR mechanistic target of rapamycin; mTORC1, mTOR complex 1; mTORC2, mTOR complex 2; PI3K, phosphatidylinositol 3' kinase; TORKi, mTOR kinase inhibitor","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEAGDGFJ","journalArticle","2021","Zhang, Ying; Gilmour, Amy; Ahn, Young-Hoon; de la Vega, Laureano; Dinkova-Kostova, Albena T.","The isothiocyanate sulforaphane inhibits mTOR in an NRF2-independent manner","Phytomedicine","","0944-7113","10.1016/j.phymed.2019.153062","https://www.sciencedirect.com/science/article/pii/S0944711319302284","Background The isothiocyanate sulforaphane (SFN) has multiple protein targets in mammalian cells, affecting processes of fundamental importance for the maintenance of cellular homeostasis, among which are those regulated by the stress response transcription factor nuclear factor erythroid 2 p45-related factor 2 (NRF2) and the serine/threonine protein kinase mechanistic target of rapamycin (mTOR). Whereas the way by which SFN activates NRF2 is well established, the molecular mechanism(s) of how SFN inhibits mTOR is not understood. Hypothesis/Purpose The aim of this study was to investigate the mechanism(s) by which SFN inhibits mTOR Study design and methods We used the human osteosarcoma cell line U2OS and its CRISPR/Cas9-generated NRF2-knockout counterpart to test the requirement for NRF2 and the involvement of mTOR regulators in the SFN-mediated inhibition of mTOR. Results SFN inhibits mTOR in a concentration- and time-dependent manner, and this inhibition occurs in the presence or in the absence of NRF2. The phosphatidylinositol 3-kinase (PI3K)-AKT/protein kinase B (PKB) is a positive regulator of mTOR, and treatment with SFN caused an increase in the phosphorylation of AKT at T308 and S473, two phosphorylation sites associated with AKT activation. Interestingly however, the levels of pS552 β-catenin, an AKT phosphorylation site, were decreased, suggesting that the catalytic activity of AKT was inhibited. In addition, SFN inhibited the activity of the cytoplasmic histone deacetylase 6 (HDAC6), the inhibition of which has been reported to promote the acetylation and decreases the kinase activity of AKT. Conclusion SFN inhibits HDAC6 and decreases the catalytic activity of AKT, and this partially explains the mechanism by which SFN inhibits mTOR.","2021-06-01","2021-09-14 06:12:21","2021-09-14 06:12:21","2021-09-14 06:12:21","153062","","","86","","Phytomedicine","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/6V8TR9W8/Zhang et al. - 2021 - The isothiocyanate sulforaphane inhibits mTOR in a.pdf","","","mTOR; HDAC6; NRF2; PI3K-AKT; Sulforaphane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6789VLG","journalArticle","2018","Kim, Jin-Hwan; Choi, Tae Gyu; Park, Seolhui; Yun, Hyeong Rok; Nguyen, Ngoc Ngo Yen; Jo, Yong Hwa; Jang, Miran; Kim, Jieun; Kim, Joungmok; Kang, Insug; Ha, Joohun; Murphy, Michael P.; Tang, Dean G.; Kim, Sung Soo","Mitochondrial ROS-derived PTEN oxidation activates PI3K pathway for mTOR-induced myogenic autophagy","Cell Death & Differentiation","","1476-5403","10.1038/s41418-018-0165-9","http://www.nature.com/articles/s41418-018-0165-9","Muscle differentiation is a crucial process controlling muscle development and homeostasis. Mitochondrial reactive oxygen species (mtROS) rapidly increase and function as critical cell signaling intermediates during the muscle differentiation. However, it has not yet been elucidated how they control myogenic signaling. Autophagy, a lysosome-mediated degradation pathway, is importantly recognized as intracellular remodeling mechanism of cellular organelles during muscle differentiation. Here, we demonstrated that the mtROS stimulated phosphatidylinositol 3 kinase/AKT/mammalian target of rapamycin (mTOR) cascade, and the activated mTORC1 subsequently induced autophagic signaling via phosphorylation of uncoordinated-51-like kinase 1 (ULK1) at serine 317 and upregulation of Atg proteins to prompt muscle differentiation. Treatment with MitoQ or rapamycin impaired both phosphorylation of ULK1 and expression of Atg proteins. Therefore, we propose a novel regulatory paradigm in which mtROS are required to initiate autophagic reconstruction of cellular organization through mTOR activation in muscle differentiation.","2018-11","2021-09-14 06:15:59","2021-09-14 06:15:59","2021-09-14 06:15:59","1921-1937","","11","25","","Cell Death Differ","","","","","","","","en","2018 ADMC Associazione Differenziamento e Morte Cellulare","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 11 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Macroautophagy;Molecular biology Subject_term_id: macroautophagy;molecular-biology","","/Users/jonahlibrach/Zotero/storage/EPN3QDBZ/Kim et al. - 2018 - Mitochondrial ROS-derived PTEN oxidation activates.pdf; /Users/jonahlibrach/Zotero/storage/VYKLIUHR/s41418-018-0165-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAQSFHSP","journalArticle","2020","Shang, Chaowei; Zhou, Hongyu; Liu, Wang; Shen, Tao; Luo, Yan; Huang, Shile","Iron chelation inhibits mTORC1 signaling involving activation of AMPK and REDD1/Bnip3 pathways","Oncogene","","1476-5594","10.1038/s41388-020-1366-5","http://www.nature.com/articles/s41388-020-1366-5","The mammalian target of rapamycin (mTOR) functions as two complexes (mTORC1 and mTORC2), regulating cell growth and metabolism. Aberrant mTOR signaling occurs frequently in cancers, so mTOR has become an attractive target for cancer therapy. Iron chelators have emerged as promising anticancer agents. However, the mechanisms underlying the anticancer action of iron chelation are not fully understood. Particularly, reports on the effects of iron chelation on mTOR complexes are inconsistent or controversial. Here, we found that iron chelators consistently inhibited mTORC1 signaling, which was blocked by pretreatment with ferrous sulfate. Mechanistically, iron chelation-induced mTORC1 inhibition was not related to ROS induction, copper chelation, or PP2A activation. Instead, activation of AMPK pathway mainly and activation of both HIF-1/REDD1 and Bnip3 pathways partially contribute to iron chelation-induced mTORC1 inhibition. Our findings indicate that iron chelation inhibits mTORC1 via multiple pathways and iron is essential for mTORC1 activation.","2020-07","2021-09-14 06:16:29","2021-09-14 06:16:29","2021-09-14 06:16:29","5201-5213","","29","39","","","","","","","","","","en","2020 The Author(s)","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 29 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Stress signalling;Target identification Subject_term_id: stress-signalling;target-identification","","/Users/jonahlibrach/Zotero/storage/CSIV6QS6/Shang et al. - 2020 - Iron chelation inhibits mTORC1 signaling involving.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2SYVZJ98","journalArticle","2013","Völkers, Mirko; Toko, Haruhiro; Doroudgar, Shirin; Din, Shabana; Quijada, Pearl; Joyo, Anya Y.; Ornelas, Luis; Joyo, Eri; Thuerauf, Donna J.; Konstandin, Mathias H.; Gude, Natalie; Glembotski, Christopher C.; Sussman, Mark A.","Pathological hypertrophy amelioration by PRAS40-mediated inhibition of mTORC1","Proceedings of the National Academy of Sciences","","0027-8424, 1091-6490","10.1073/pnas.1301455110","http://www.pnas.org/content/110/31/12661","Mechanistic target of rapamycin complex 1 (mTORC1), necessary for cellular growth, is regulated by intracellular signaling mediating inhibition of mTORC1 activation. Among mTORC1 regulatory binding partners, the role of Proline Rich AKT Substrate of 40 kDa (PRAS40) in controlling mTORC1 activity and cellular growth in response to pathological and physiological stress in the heart has never been addressed. This report shows PRAS40 is regulated by AKT in cardiomyocytes and that AKT-driven phosphorylation relieves the inhibitory function of PRAS40. PRAS40 overexpression in vitro blocks mTORC1 in cardiomyocytes and decreases pathological growth. Cardiomyocyte-specific overexpression in vivo blunts pathological remodeling after pressure overload and preserves cardiac function. Inhibition of mTORC1 by PRAS40 preferentially promotes protective mTORC2 signaling in chronic diseased myocardium. In contrast, strong PRAS40 phosphorylation by AKT allows for physiological hypertrophy both in vitro and in vivo, whereas cardiomyocyte-specific overexpression of a PRAS40 mutant lacking capacity for AKT-phosphorylation inhibits physiological growth in vivo, demonstrating that AKT-mediated PRAS40 phosphorylation is necessary for induction of physiological hypertrophy. Therefore, PRAS40 phosphorylation acts as a molecular switch allowing mTORC1 activation during physiological growth, opening up unique possibilities for therapeutic regulation of the mTORC1 complex to mitigate pathologic myocardial hypertrophy by PRAS40.","2013-07-30","2021-09-14 06:16:56","2021-09-14 06:16:56","2021-09-14 06:16:56","12661-12666","","31","110","","PNAS","","","","","","","","en","","","","","www-pnas-org.proxy.lib.uwaterloo.ca","","Publisher: National Academy of Sciences Section: Biological Sciences PMID: 23842089","","/Users/jonahlibrach/Zotero/storage/XE8FZ5F6/Völkers et al. - 2013 - Pathological hypertrophy amelioration by PRAS40-me.pdf; ; /Users/jonahlibrach/Zotero/storage/P2E7ZRTE/tab-figures-data.html","http://www.ncbi.nlm.nih.gov/pubmed/23842089","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
