"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"YWFDKKFJ","journalArticle","2017","Howell, Jessica J.; Hellberg, Kristina; Turner, Marc; Talbott, George; Kolar, Matthew J.; Ross, Debbie S.; Hoxhaj, Gerta; Saghatelian, Alan; Shaw, Reuben J.; Manning, Brendan D.","Metformin Inhibits Hepatic mTORC1 Signaling via Dose-Dependent Mechanisms Involving AMPK and the TSC Complex","Cell Metabolism","","15504131","10.1016/j.cmet.2016.12.009","https://linkinghub.elsevier.com/retrieve/pii/S1550413116306428","Metformin is the most widely prescribed drug for the treatment of type 2 diabetes. However, knowledge of the full effects of metformin on biochemical pathways and processes in its primary target tissue, the liver, is limited. One established effect of metformin is to decrease cellular energy levels. The AMPactivated protein kinase (AMPK) and mechanistic target of rapamycin (mTOR) complex 1 (mTORC1) are key regulators of metabolism that are respectively activated and inhibited in acute response to cellular energy depletion. Here we show that metformin robustly inhibits mTORC1 in mouse liver tissue and primary hepatocytes. Using mouse genetics, we ﬁnd that at the lowest concentrations of metformin that inhibit hepatic mTORC1 signaling, this inhibition is dependent on AMPK and the tuberous sclerosis complex (TSC) protein complex (TSC complex). Finally, we show that metformin profoundly inhibits hepatocyte protein synthesis in a manner that is largely dependent on its ability to suppress mTORC1 signaling.","2017-02","2021-09-14 07:38:26","2021-09-14 07:38:26","2021-09-14 07:38:26","463-471","","2","25","","Cell Metabolism","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/jonahlibrach/Zotero/storage/FLDZGHNL/Howell et al. - 2017 - Metformin Inhibits Hepatic mTORC1 Signaling via Do.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PFEMYR8","journalArticle","2014","","A novel direct activator of AMPK inhibits prostate cancer growth by blocking lipogenesis","EMBO Molecular Medicine","","1757-4676","10.1002/emmm.201302734","http://www.embopress.org/doi/full/10.1002/emmm.201302734","Abstract 5?AMP-activated kinase (AMPK) constitutes a hub for cellular metabolic and growth control, thus representing an ideal therapeutic target for prostate cancers (PCas) characterized by increased lipogenesis and activation of mTORC1 pathway. However, whether AMPK activation itself is sufficient to block cancer cell growth remains to be determined. A small molecule screening was performed and identified MT 63?78, a specific and potent direct AMPK activator. Here, we show that direct activation of AMPK inhibits PCa cell growth in androgen sensitive and castration resistant PCa (CRPC) models, induces mitotic arrest, and apoptosis. In vivo, AMPK activation is sufficient to reduce PCa growth, whereas the allelic loss of its catalytic subunits fosters PCa development. Importantly, despite mTORC1 blockade, the suppression of de novo lipogenesis is the underpinning mechanism responsible for AMPK-mediated PCa growth inhibition, suggesting AMPK as a therapeutic target especially for lipogenesis-driven PCas. Finally, we demonstrate that MT 63?78 enhances the growth inhibitory effect of AR signaling inhibitors MDV3100 and abiraterone. This study thus provides a rationale for their combined use in CRPC treatment.","2014-04-01","2021-09-14 07:46:07","2021-09-14 07:46:07","2021-09-14 07:46:07","519-538","","4","6","","","","","","","","","","","","","","","www-embopress-org.proxy.lib.uwaterloo.ca (Atypon)","","Publisher: John Wiley & Sons, Ltd","","/Users/jonahlibrach/Zotero/storage/YXRDL8EG/2014 - A novel direct activator of AMPK inhibits prostate.pdf","","","prostate cancer; AMPK direct activation; androgen signaling inhibitors; de novo lipogenesis; MT 63–78","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK5ANNF3","journalArticle","2021","Zhang, Ying; Gilmour, Amy; Ahn, Young-Hoon; de la Vega, Laureano; Dinkova-Kostova, Albena T.","The isothiocyanate sulforaphane inhibits mTOR in an NRF2-independent manner","Phytomedicine","","0944-7113","10.1016/j.phymed.2019.153062","https://www.sciencedirect.com/science/article/pii/S0944711319302284","Background The isothiocyanate sulforaphane (SFN) has multiple protein targets in mammalian cells, affecting processes of fundamental importance for the maintenance of cellular homeostasis, among which are those regulated by the stress response transcription factor nuclear factor erythroid 2 p45-related factor 2 (NRF2) and the serine/threonine protein kinase mechanistic target of rapamycin (mTOR). Whereas the way by which SFN activates NRF2 is well established, the molecular mechanism(s) of how SFN inhibits mTOR is not understood. Hypothesis/Purpose The aim of this study was to investigate the mechanism(s) by which SFN inhibits mTOR Study design and methods We used the human osteosarcoma cell line U2OS and its CRISPR/Cas9-generated NRF2-knockout counterpart to test the requirement for NRF2 and the involvement of mTOR regulators in the SFN-mediated inhibition of mTOR. Results SFN inhibits mTOR in a concentration- and time-dependent manner, and this inhibition occurs in the presence or in the absence of NRF2. The phosphatidylinositol 3-kinase (PI3K)-AKT/protein kinase B (PKB) is a positive regulator of mTOR, and treatment with SFN caused an increase in the phosphorylation of AKT at T308 and S473, two phosphorylation sites associated with AKT activation. Interestingly however, the levels of pS552 β-catenin, an AKT phosphorylation site, were decreased, suggesting that the catalytic activity of AKT was inhibited. In addition, SFN inhibited the activity of the cytoplasmic histone deacetylase 6 (HDAC6), the inhibition of which has been reported to promote the acetylation and decreases the kinase activity of AKT. Conclusion SFN inhibits HDAC6 and decreases the catalytic activity of AKT, and this partially explains the mechanism by which SFN inhibits mTOR.","2021-06-01","2021-09-14 07:46:58","2021-09-14 07:47:00","2021-09-14 07:46:58","153062","","","86","","Phytomedicine","","","","","","","","en","","","","","ScienceDirect","","","","/Users/jonahlibrach/Zotero/storage/ZE9XUU2K/Zhang et al. - 2021 - The isothiocyanate sulforaphane inhibits mTOR in a.pdf; /Users/jonahlibrach/Zotero/storage/HEVGFZPX/S0944711319302284.html","","","mTOR; HDAC6; NRF2; PI3K-AKT; Sulforaphane","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QAXE433","journalArticle","2014","Grabiner, Brian C.; Nardi, Valentina; Birsoy, Kıvanç; Possemato, Richard; Shen, Kuang; Sinha, Sumi; Jordan, Alexander; Beck, Andrew H.; Sabatini, David M.","A Diverse Array of Cancer-Associated MTOR Mutations Are Hyperactivating and Can Predict Rapamycin Sensitivity","Cancer Discovery","","2159-8274, 2159-8290","10.1158/2159-8290.CD-13-0929","http://cancerdiscovery.aacrjournals.org/content/4/5/554","Genes encoding components of the PI3K–AKT–mTOR signaling axis are frequently mutated in cancer, but few mutations have been characterized in MTOR, the gene encoding the mTOR kinase. Using publicly available tumor genome sequencing data, we generated a comprehensive catalog of mTOR pathway mutations in cancer, identifying 33 MTOR mutations that confer pathway hyperactivation. The mutations cluster in six distinct regions in the C-terminal half of mTOR and occur in multiple cancer types, with one cluster particularly prominent in kidney cancer. The activating mutations do not affect mTOR complex assembly, but a subset reduces binding to the mTOR inhibitor DEPTOR. mTOR complex 1 (mTORC1) signaling in cells expressing various activating mutations remains sensitive to pharmacologic mTOR inhibition, but is partially resistant to nutrient deprivation. Finally, cancer cell lines with hyperactivating MTOR mutations display heightened sensitivity to rapamycin both in culture and in vivo xenografts, suggesting that such mutations confer mTOR pathway dependency. Significance: We report that a diverse set of cancer-associated MTOR mutations confer increased mTORC1/2 pathway activity and that cells harboring these mutations are highly sensitive to rapamycin in culture and in vivo. These findings are clinically relevant as the MTOR mutations characterized herein may serve as biomarkers for predicting tumor responses to mTOR inhibitors. Cancer Discov; 4(5); 554–63. ©2014 AACR. See related commentary by Rejto and Abraham, p. 513 This article is highlighted in the In This Issue feature, p. 495","2014-05-01","2021-09-14 07:47:39","2021-09-14 07:47:39","2021-09-14 07:47:39","554-563","","5","4","","Cancer Discov","","","","","","","","en","©2014 American Association for Cancer Research.","","","","cancerdiscovery-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Research Briefs PMID: 24631838","","/Users/jonahlibrach/Zotero/storage/X4H9KHRZ/Grabiner et al. - 2014 - A Diverse Array of Cancer-Associated MTOR Mutation.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/24631838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TC2ABPMG","journalArticle","2016","Yin, Yancun; Hua, Hui; Li, Minjing; Liu, Shu; Kong, Qingbin; Shao, Ting; Wang, Jiao; Luo, Yuanming; Wang, Qian; Luo, Ting; Jiang, Yangfu","mTORC2 promotes type I insulin-like growth factor receptor and insulin receptor activation through the tyrosine kinase activity of mTOR","Cell Research","","1748-7838","10.1038/cr.2015.133","http://www.nature.com/articles/cr2015133","Mammalian target of rapamycin (mTOR) is a core component of raptor-mTOR (mTORC1) and rictor-mTOR (mTORC2) complexes that control diverse cellular processes. Both mTORC1 and mTORC2 regulate several elements downstream of type I insulin-like growth factor receptor (IGF-IR) and insulin receptor (InsR). However, it is unknown whether and how mTOR regulates IGF-IR and InsR themselves. Here we show that mTOR possesses unexpected tyrosine kinase activity and activates IGF-IR/InsR. Rapamycin induces the tyrosine phosphorylation and activation of IGF-IR/InsR, which is largely dependent on rictor and mTOR. Moreover, mTORC2 promotes ligand-induced activation of IGF-IR/InsR. IGF- and insulin-induced IGF-IR/InsR phosphorylation is significantly compromised in rictor-null cells. Insulin receptor substrate (IRS) directly interacts with SIN1 thereby recruiting mTORC2 to IGF-IR/InsR and promoting rapamycin- or ligand-induced phosphorylation of IGF-IR/InsR. mTOR exhibits tyrosine kinase activity towards the general tyrosine kinase substrate poly(Glu-Tyr) and IGF-IR/InsR. Both recombinant mTOR and immunoprecipitated mTORC2 phosphorylate IGF-IR and InsR on Tyr1131/1136 and Tyr1146/1151, respectively. These effects are independent of the intrinsic kinase activity of IGF-IR/InsR, as determined by assays on kinase-dead IGF-IR/InsR mutants. While both rictor and mTOR immunoprecitates from rictor+/+ MCF-10A cells exhibit tyrosine kinase activity towards IGF-IR and InsR, mTOR immunoprecipitates from rictor−/− MCF-10A cells do not induce IGF-IR and InsR phosphorylation. Phosphorylation-deficient mutation of residue Tyr1131 in IGF-IR or Tyr1146 in InsR abrogates the activation of IGF-IR/InsR by mTOR. Finally, overexpression of rictor promotes IGF-induced cell proliferation. Our work identifies mTOR as a dual-specificity kinase and clarifies how mTORC2 promotes IGF-IR/InsR activation.","2016-01","2021-09-14 07:48:44","2021-09-14 07:48:45","2021-09-14 07:48:44","46-65","","1","26","","Cell Res","","","","","","","","en","2016 Shanghai Institutes for Biological Sciences, Chinese Academy of Sciences","","","","www-nature-com.proxy.lib.uwaterloo.ca","","Bandiera_abtest: a Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Cell signalling;Enzyme mechanisms;Kinases;Phosphorylation Subject_term_id: cell-signalling;enzyme-mechanisms;kinases;phosphorylation","","/Users/jonahlibrach/Zotero/storage/FFQ5LL7H/Yin et al. - 2016 - mTORC2 promotes type I insulin-like growth factor .pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UFTVUVUJ","journalArticle","2015","Das, Ranjan; Xu, Shanhua; Nguyen, Tuyet Thi; Quan, Xianglan; Choi, Seong-Kyung; Kim, Soo-Jin; Lee, Eun Young; Cha, Seung-Kuy; Park, Kyu-Sang","Transforming Growth Factor β1-induced Apoptosis in Podocytes via the Extracellular Signal-regulated Kinase-Mammalian Target of Rapamycin Complex 1-NADPH Oxidase 4 Axis *","Journal of Biological Chemistry","","0021-9258, 1083-351X","10.1074/jbc.M115.703116","https://www.jbc.org/article/S0021-9258(20)39285-1/abstract","<p>TGF-β is a pleiotropic cytokine that accumulates during kidney injuries, resulting in various renal diseases. We have reported previously that TGF-β1 induces the selective up-regulation of mitochondrial Nox4, playing critical roles in podocyte apoptosis. Here we investigated the regulatory mechanism of Nox4 up-regulation by mTORC1 activation on TGF-β1-induced apoptosis in immortalized podocytes. TGF-β1 treatment markedly increased the phosphorylation of mammalian target of rapamycin (mTOR) and its downstream targets p70S6K and 4EBP1. Blocking TGF-β receptor I with SB431542 completely blunted the phosphorylation of mTOR, p70S6K, and 4EBP1. Transient adenoviral overexpression of mTOR-WT and constitutively active mTORΔ augmented TGF-β1-treated Nox4 expression, reactive oxygen species (ROS) generation, and apoptosis, whereas mTOR kinase-dead suppressed the above changes. In addition, knockdown of mTOR mimicked the effect of mTOR-KD. Inhibition of mTORC1 by low-dose rapamycin or knockdown of p70S6K protected podocytes through attenuation of Nox4 expression and subsequent oxidative stress-induced apoptosis by TGF-β1. Pharmacological inhibition of the MEK-ERK cascade, but not the PI3K-Akt-TSC2 pathway, abolished TGF-β1-induced mTOR activation. Inhibition of either ERK1/2 or mTORC1 did not reduce the TGF-β1-stimulated increase in Nox4 mRNA level but significantly inhibited total Nox4 expression, ROS generation, and apoptosis induced by TGF-β1. Moreover, double knockdown of Smad2 and 3 or only Smad4 completely suppressed TGF-β1-induced ERK1/2-mTORactivation. Our data suggest that TGF-β1 increases translation of Nox4 through the Smad-ERK1/2-mTORC1 axis, which is independent of transcriptional regulation. Activation of this pathway plays a crucial role in ROS generation and mitochondrial dysfunction, leading to podocyte apoptosis. Therefore, inhibition of the ERK1/2-mTORC1 pathway could be a potential therapeutic and preventive target in proteinuric and chronic kidney diseases.</p>","2015-12-25","2021-09-14 07:51:00","2021-09-14 07:51:00","2021-09-14 07:51:00","30830-30842","","52","290","","Journal of Biological Chemistry","","","","","","","","English","","","","","www.jbc.org","","Publisher: Elsevier","","/Users/jonahlibrach/Zotero/storage/IL954EFQ/Das et al. - 2015 - Transforming Growth Factor β1-induced Apoptosis in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSX6GCSV","journalArticle","2014","Bonala, Sabeera; Lokireddy, Sudarsanareddy; McFarlane, Craig; Patnam, Sreekanth; Sharma, Mridula; Kambadur, Ravi","Myostatin Induces Insulin Resistance via Casitas B-Lineage Lymphoma b (Cblb)-mediated Degradation of Insulin Receptor Substrate 1 (IRS1) Protein in Response to High Calorie Diet Intake *","Journal of Biological Chemistry","","0021-9258, 1083-351X","10.1074/jbc.M113.529925","https://www.jbc.org/article/S0021-9258(20)44269-3/abstract","<p>To date a plethora of evidence has clearly demonstrated that continued high calorie intake leads to insulin resistance and type-2 diabetes with or without obesity. However, the necessary signals that initiate insulin resistance during high calorie intake remain largely unknown. Our results here show that in response to a regimen of high fat or high glucose diets, Mstn levels were induced in muscle and liver of mice. High glucose- or fat- mediated induction of Mstn was controlled at the level of transcription, as highly conserved carbohydrate response and sterol-responsive (E-box) elements were present in the <i>Mstn</i> promoter and were revealed to be critical for ChREBP (carbohydrate-responsive element-binding protein) or SREBP1c (sterol regulatory element-binding protein 1c) regulation of <i>Mstn</i> expression. Further molecular analysis suggested that the increased Mstn levels (due to high glucose or fatty acid loading) resulted in increased expression of <i>Cblb</i> in a Smad3-dependent manner. Casitas B-lineage lymphoma b (Cblb) is an ubiquitin E3 ligase that has been shown to specifically degrade insulin receptor substrate 1 (IRS1) protein. Consistent with this, our results revealed that elevated Mstn levels specifically up-regulated Cblb, resulting in enhanced ubiquitin proteasome-mediated degradation of IRS1. In addition, over expression or knock down of <i>Cblb</i> had a major impact on IRS1 and pAkt levels in the presence or absence of insulin. Collectively, these observations strongly suggest that increased glucose levels and high fat diet, both, result in increased circulatory Mstn levels. The increased Mstn in turn is a potent inducer of insulin resistance by degrading IRS1 protein via the E3 ligase, Cblb, in a Smad3-dependent manner.</p>","2014-03-14","2021-09-14 07:52:38","2021-09-14 07:52:40","2021-09-14 07:52:38","7654-7670","","11","289","","Journal of Biological Chemistry","","","","","","","","English","","","","","www.jbc.org","","Publisher: Elsevier PMID: 24451368","","/Users/jonahlibrach/Zotero/storage/J5UTP5QR/Bonala et al. - 2014 - Myostatin Induces Insulin Resistance via Casitas B.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/24451368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L76GXW7D","journalArticle","2019","Kazyken, Dubek; Magnuson, Brian; Bodur, Cagri; Acosta-Jaquez, Hugo A.; Zhang, Deqiang; Tong, Xin; Barnes, Tammy M.; Steinl, Gabrielle K.; Patterson, Nicole E.; Altheim, Christopher H.; Sharma, Naveen; Inoki, Ken; Cartee, Gregory D.; Bridges, Dave; Yin, Lei; Riddle, Steven M.; Fingar, Diane C.","AMPK directly activates mTORC2 to promote cell survival during acute energetic stress","Science Signaling","","","10.1126/scisignal.aav3249","http://www.science.org/doi/10.1126/scisignal.aav3249","","2019-06-11","2021-09-14 07:56:09","2021-09-14 07:56:11","2021-09-14 07:56:09","eaav3249","","585","12","","","","","","","","","","","","","","","www-science-org.proxy.lib.uwaterloo.ca (Atypon)","","Publisher: American Association for the Advancement of Science","","/Users/jonahlibrach/Zotero/storage/NCXCEI8I/Kazyken et al. - 2019 - AMPK directly activates mTORC2 to promote cell sur.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VT4ED3BQ","webpage","","","The SCFβ-TRCP E3 ubiquitin ligase complex targets Lipin1 for ubiquitination and degradation to promote hepatic lipogenesis","","","","","https://www-science-org.proxy.lib.uwaterloo.ca/doi/10.1126/scisignal.aah4117","","","2021-09-14 07:57:29","2021-09-14 07:57:29","2021-09-14 07:57:29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"THCH8CZP","journalArticle","2017","Shimizu, Kouhei; Fukushima, Hidefumi; Ogura, Kohei; Lien, Evan C.; Nihira, Naoe Taira; Zhang, Jinfang; North, Brian J.; Guo, Ailan; Nagashima, Katsuyuki; Nakagawa, Tadashi; Hoshikawa, Seria; Watahiki, Asami; Okabe, Koji; Yamada, Aya; Toker, Alex; Asara, John M.; Fukumoto, Satoshi; Nakayama, Keiichi I.; Nakayama, Keiko; Inuzuka, Hiroyuki; Wei, Wenyi","The SCFβ-TRCP E3 ubiquitin ligase complex targets Lipin1 for ubiquitination and degradation to promote hepatic lipogenesis","Science signaling","","1945-0877","10.1126/scisignal.aah4117","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215841/","The SCFβ-TRCP E3 ubiquitin ligase complex plays pivotal roles in normal cellular physiology and in pathophysiological conditions. Identification of β-transducin repeat-containing protein (β-TRCP) substrates is therefore critical to understand SCFβ-TRCP biology and function. Here, we used a β-TRCP-phosphodegron-motif specific antibody in a β-TRCP substrate screen coupled with tandem mass spectrometry and identified multiple β-TRCP substrates. One of these substrates was Lipin1, an enzyme and suppressor of the family of sterol regulatory element-binding protein (SREBP) transcription factors, which activate genes encoding lipogenic factors. We showed that SCFβ-TRCP specifically interacted with and promoted the polyubiquitination of Lipin1 in a manner that required phosphorylation of Lipin1 by mechanistic target of rapamycin 1 (mTORC1) and casein kinase I (CKI). β-TRCP depletion in HepG2 hepatocellular carcinoma cells resulted in increased Lipin1 protein abundance, suppression of SREBP-dependent gene expression, and attenuation of triglyceride synthesis. Moreover, β-TRCP1 knockout mice showed increased Lipin1 protein abundance and were protected from hepatic steatosis induced by a high-fat diet. Together, these data reveal a critical physiological function of β-TRCP in regulating hepatic lipid metabolic homeostasis in part through modulating Lipin1 stability.","2017-01-03","2021-09-14 07:59:21","2021-09-14 07:59:21","2021-09-14 07:59:21","eaah4117","","460","10","","Sci Signal","","","","","","","","","","","","","PubMed Central","","PMID: 28049764 PMCID: PMC5215841","","/Users/jonahlibrach/Zotero/storage/45Y3WRJ9/Shimizu et al. - 2017 - The SCFβ-TRCP E3 ubiquitin ligase complex targets .pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5215841/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9N6ZULM","journalArticle","2021","Roehrig, Anne E.; Klupsch, Kristina; Oses-Prieto, Juan A.; Chaib, Selim; Henderson, Stephen; Emmett, Warren; Young, Lucy C.; Surinova, Silvia; Blees, Andreas; Pfeiffer, Anett; Tijani, Maha; Brunk, Fabian; Hartig, Nicole; Muñoz-Alegre, Marta; Hergovich, Alexander; Jennings, Barbara H.; Burlingame, Alma L.; Rodriguez-Viciana, Pablo","Cell-cell adhesion regulates Merlin/NF2 interaction with the PAF complex","PLOS ONE","","1932-6203","10.1371/journal.pone.0254697","https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254697","The PAF complex (PAFC) coordinates transcription elongation and mRNA processing and its CDC73/parafibromin subunit functions as a tumour suppressor. The NF2/Merlin tumour suppressor functions both at the cell cortex and nucleus and is a key mediator of contact inhibition but the molecular mechanisms remain unclear. In this study we have used affinity proteomics to identify novel Merlin interacting proteins and show that Merlin forms a complex with multiple proteins involved in RNA processing including the PAFC and the CHD1 chromatin remodeller. Tumour-derived inactivating mutations in both Merlin and the CDC73 PAFC subunit mutually disrupt their interaction and growth suppression by Merlin requires CDC73. Merlin interacts with the PAFC in a cell density-dependent manner and we identify a role for FAT cadherins in regulating the Merlin-PAFC interaction. Our results suggest that in addition to its function within the Hippo pathway, Merlin is part of a tumour suppressor network regulated by cell-cell adhesion which coordinates post-initiation steps of the transcription cycle of genes mediating contact inhibition.","2021-08-23","2021-09-16 03:49:49","2021-09-16 03:49:56","2021-09-16 03:49:50","e0254697","","8","16","","PLOS ONE","","","","","","","","en","","","","","PLoS Journals","","Publisher: Public Library of Science","","/Users/jonahlibrach/Zotero/storage/Y5JCSMQG/Roehrig et al. - 2021 - Cell-cell adhesion regulates MerlinNF2 interactio.pdf; /Users/jonahlibrach/Zotero/storage/4UVHSY93/article.html","","","Immunoprecipitation; Transfection; Cancers and neoplasms; Chromatin; Fats; Gene expression; Gene regulation; Transcriptional control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLFYFGT8","journalArticle","2021","Mao, Ninghui; Zhang, Zeda; Lee, Young Sun; Choi, Danielle; Rivera, Aura Agudelo; Li, Dan; Lee, Cindy; Haywood, Samuel; Chen, Xiaoping; Chang, Qing; Xu, Guotai; Chen, Hsuan-An; de Stanchina, Elisa; Sawyers, Charles; Rosen, Neal; Hsieh, Andrew C.; Chen, Yu; Carver, Brett S.","Defining the therapeutic selective dependencies for distinct subtypes of PI3K pathway-altered prostate cancers","Nature Communications","","2041-1723","10.1038/s41467-021-25341-9","https://www.nature.com/articles/s41467-021-25341-9","Previous studies have suggested that PTEN loss is associated with p110β signaling dependency, leading to the clinical development of p110β-selective inhibitors. Here we use a panel pre-clinical models to reveal that PI3K isoform dependency is not governed by loss of PTEN and is impacted by feedback inhibition and concurrent PIK3CA/PIK3CB alterations. Furthermore, while pan-PI3K inhibition in PTEN-deficient tumors is efficacious, upregulation of Insulin Like Growth Factor 1 Receptor (IGF1R) promotes resistance. Importantly, we show that this resistance can be overcome through targeting AKT and we find that AKT inhibitors are superior to pan-PI3K inhibition in the context of PTEN loss. However, in the presence of wild-type PTEN and PIK3CA-activating mutations, p110α-dependent signaling is dominant and selectively inhibiting p110α is therapeutically superior to AKT inhibition. These discoveries reveal a more nuanced understanding of PI3K isoform dependency and unveil novel strategies to selectively target PI3K signaling nodes in a context-specific manner.","2021-08-20","2021-09-23 19:22:44","2021-09-23 19:22:47","2021-09-23 19:22:44","5053","","1","12","","Nat Commun","","","","","","","","en","2021 The Author(s)","","","","www.nature.com","","Bandiera_abtest: a Cc_license_type: cc_by Cg_type: Nature Research Journals Number: 1 Primary_atype: Research Publisher: Nature Publishing Group Subject_term: Prostate cancer;Targeted therapies Subject_term_id: prostate-cancer;targeted-therapies","","/Users/jonahlibrach/Zotero/storage/7TD659DF/Mao et al. - 2021 - Defining the therapeutic selective dependencies fo.pdf; /Users/jonahlibrach/Zotero/storage/WNWWHYEZ/s41467-021-25341-9.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTM7YYMT","journalArticle","2021","Tang, Tracy T.; Konradi, Andrei W.; Feng, Ying; Peng, Xiao; Ma, Mingyue; Li, Jian; Yu, Fa-Xing; Guan, Kun-Liang; Post, Leonard","Small Molecule Inhibitors of TEAD Auto-palmitoylation Selectively Inhibit Proliferation and Tumor Growth of NF2-deficient Mesothelioma","Molecular Cancer Therapeutics","","1535-7163, 1538-8514","10.1158/1535-7163.MCT-20-0717","http://mct.aacrjournals.org/content/20/6/986","Mutations in the neurofibromatosis type 2 (NF2) gene that limit or abrogate expression of functional Merlin are common in malignant mesothelioma. Merlin activates the Hippo pathway to suppress nuclear translocation of YAP and TAZ, the major effectors of the pathway that associate with the TEAD transcription factors in the nucleus and promote expression of genes involved in cell proliferation and survival. In this article, we describe the discovery of compounds that selectively inhibit YAP/TAZ-TEAD promoted gene transcription, block TEAD auto-palmitoylation, and disrupt interaction between YAP/TAZ and TEAD. Optimization led to potent analogs with excellent oral bioavailability and pharmacokinetics that selectively inhibit NF2-deficient mesothelioma cell proliferation in vitro and growth of subcutaneous tumor xenografts in vivo. These highly potent and selective TEAD inhibitors provide a way to target the Hippo-YAP pathway, which thus far has been undruggable and is dysregulated frequently in malignant mesothelioma and in other YAP-driven cancers and diseases.","2021-06-01","2021-09-23 19:30:30","2021-09-23 19:30:45","2021-09-23 19:30:30","986-998","","6","20","","Mol Cancer Ther","","","","","","","","en","©2021 American Association for Cancer Research.","","","","mct-aacrjournals-org.proxy.lib.uwaterloo.ca","","Publisher: American Association for Cancer Research Section: Small Molecule Therapeutics PMID: 33850002","","/Users/jonahlibrach/Zotero/storage/AVKBQPSI/Tang et al. - 2021 - Small Molecule Inhibitors of TEAD Auto-palmitoylat.pdf; ; /Users/jonahlibrach/Zotero/storage/UT3MN9RV/986.html","http://www.ncbi.nlm.nih.gov/pubmed/33850002","_company","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
